nom,prix,adresse,image
Couple de pigeons,35000.0,"Thies, Sénégal",https://images.coinafrique.com/4179370_uploaded_image2_1681674871.jpeg
Poussins,35000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4186084_uploaded_image1_1682139045.jpg
Pigeon Padda de java,20000.0,"Point E, Dakar, Sénégal",https://images.coinafrique.com/4191356_uploaded_image1_1682522033.jpg
Lapin metisage,78813.69885433716,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4194884_uploaded_image1_1682776235.jpg
Lapereau,15000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4195833_uploaded_image3_1682867699.jpeg
Pigeon,20000.0,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/4198961_uploaded_image2_1683046102.jpeg
Pigeons king,30000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4201964_uploaded_image1_1683201805.jpg
Pigeons manteau opale,6000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4202860_uploaded_image2_1683234964.jpeg
Cailleteaux,250.0,"Thies, Sénégal",https://images.coinafrique.com/4205412_uploaded_image1_1683385484.jpg
Poussins bleue Holland,35000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4206875_uploaded_image3_1683511573.jpeg
Lapin géant,50000.0,"Niaga, Sénégal",https://images.coinafrique.com/4207913_uploaded_image1_1683574221.jpg
Couple lapins,78813.69885433716,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4208070_uploaded_image2_1683583031.jpeg
Poulets brahman herminés,135000.0,"Dakar, Sénégal",https://images.coinafrique.com/4212808_uploaded_image1_1683879589.jpg
Coq cochin,45000.0,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/4218824_uploaded_image1_1684270289.jpg
Poussins de chair - bleu hollandais,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4221943_uploaded_image2_1684477934.jpeg
Pigeon voyageur,7000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4222721_uploaded_image1_1684515659.jpg
Pigeon voyageur,7000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4222723_uploaded_image1_1684515810.jpg
Pigeon Tambour Allemand,50000.0,"Dakar, Sénégal",https://images.coinafrique.com/4223933_uploaded_image1_1684609709.jpg
Pigeon mondain brun,500000.0,"Dakar, Sénégal",https://images.coinafrique.com/4230459_uploaded_image1_1685044108.jpg
Lapine,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4235319_uploaded_image2_1685440928.jpeg
Pigeons Mondains,50000.0,"Dakar, Sénégal",https://images.coinafrique.com/4240446_uploaded_image1_1685727771.jpg
Poussins Brahmans,30000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4243414_uploaded_image2_1685971475.jpeg
Lapereaux,45000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4244917_uploaded_image2_1686063555.jpeg
Lapin californien,78813.69885433716,"Saly, Sénégal",https://images.coinafrique.com/4248635_uploaded_image1_1686257041.jpg
Lapines,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4249408_uploaded_image1_1686311889.jpg
Poussins cochin,7500.0,"Pikine, Sénégal",https://images.coinafrique.com/4255246_uploaded_image1_1686680990.jpg
Lapin,30000.0,"Niaga, Sénégal",https://images.coinafrique.com/4268327_uploaded_image1_1687541319.jpg
Lapereaux,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/4268955_uploaded_image1_1687603560.jpg
Pigeon Boulan,45000.0,"Louga, Sénégal",https://images.coinafrique.com/4277890_uploaded_image1_1688316619.jpg
Pigeon Boulan,15000.0,"Louga, Sénégal",https://images.coinafrique.com/4277905_uploaded_image1_1688318584.jpg
Poulets de chair,4000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4283570_uploaded_image2_1688648209.jpeg
Pigeons,20000.0,"Dakar, Sénégal",https://images.coinafrique.com/4283652_uploaded_image2_1688651905.jpeg
Pigeon Messager,25000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4286623_uploaded_image1_1688830929.jpg
Lapins,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4287411_uploaded_image2_1688907004.jpeg
Poulets  bleu Holland,6000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4287658_uploaded_image1_1688923156.jpg
Lapin nain Loutre,30000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4289564_uploaded_image1_1689066044.jpg
Coq hermine,60000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4290479_uploaded_image1_1689101063.jpg
Poussins Brahmanes,30000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4290482_uploaded_image1_1689101216.jpg
Lapin,80000.0,"Dakar, Sénégal",https://images.coinafrique.com/4296184_uploaded_image2_1689472722.jpeg
Poules,78813.69885433716,"Thies, Sénégal",https://images.coinafrique.com/4302571_uploaded_image1_1689893299.jpg
Lapin,40000.0,"Niaga, Sénégal",https://images.coinafrique.com/4312499_uploaded_image1_1690566200.jpg
Lapereaux,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4324644_uploaded_image1_1691345949.jpg
Lapins,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4336471_uploaded_image1_1692120444.jpg
Lapin,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4337664_uploaded_image2_1692903389.jpeg
Lapin,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4337665_uploaded_image1_1692197761.jpg
Lapin   Papillon,90000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4347215_uploaded_image1_1692800912.jpg
Lapin,78813.69885433716,"Niaga, Sénégal",https://images.coinafrique.com/4359251_uploaded_image1_1693583547.jpg
Pigeons de race,350000.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4368566_uploaded_image1_1694179237.jpg
Lapin,10000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4368816_uploaded_image2_1694188598.jpeg
Poule Brahman herminé,78813.69885433716,"Keur Massar, Sénégal",https://images.coinafrique.com/4369295_uploaded_image1_1694214443.jpg
Lapereau,10000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4381621_uploaded_image1_1695057585.jpg
Lapins,20000.0,"Niaga, Sénégal",https://images.coinafrique.com/4384422_uploaded_image2_1695232906.jpeg
Poule Brahma,25000.0,"Medina, Dakar, Sénégal",https://images.coinafrique.com/4389249_uploaded_image1_1695564020.jpg
Poussins,26500.0,"Pikine, Sénégal",https://images.coinafrique.com/4399877_uploaded_image1_1696286458.jpg
Cochin et Brahma,78813.69885433716,"Keur Massar, Sénégal",https://images.coinafrique.com/4401630_uploaded_image1_1696382057.jpg
Pigeon voyageur,8000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4406771_uploaded_image2_1696680729.jpeg
Pigeon voyageur,8000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4406776_uploaded_image1_1696680924.jpg
Lapin,35000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4408360_uploaded_image1_1696785290.jpg
Pigeon,2000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4418898_uploaded_image1_1697460446.jpg
Pigeon voyageur,5000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4418908_uploaded_image2_1697460940.jpeg
Pigeons,3000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4418917_uploaded_image1_1697461219.jpg
Pigeons voyageur de compétition,15000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4418928_uploaded_image1_1697461664.jpg
Cochons d'Inde,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4425812_uploaded_image1_1697988348.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/4425850_uploaded_image1_1697991508.jpg
Lapereau,10000.0,"Niaga, Sénégal",https://images.coinafrique.com/4433087_uploaded_image1_1698427048.jpg
Lapins,78813.69885433716,"Rufisque, Sénégal",https://images.coinafrique.com/4434579_uploaded_image1_1698581736.jpg
Coqs,78813.69885433716,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4444985_uploaded_image1_1699208691.jpg
Poule Soie,75000.0,"Dakar, Sénégal",https://images.coinafrique.com/4453909_uploaded_image1_1699725929.jpg
Lapin,78813.69885433716,"Keur Massar, Sénégal",https://images.coinafrique.com/4453957_uploaded_image1_1699727543.jpg
Femelle lapin demi sang + cage,40000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4464349_uploaded_image1_1700417993.jpg
Pigeon Lahor,40000.0,"Mbour, Sénégal",https://images.coinafrique.com/4471579_uploaded_image1_1700864120.jpg
Pigeon King Blanc,75000.0,"Mbour, Sénégal",https://images.coinafrique.com/4471585_uploaded_image2_1700864394.jpeg
Lapin Angora male,18000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/4473399_uploaded_image1_1701019994.jpg
Lapin Angora male,8000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/4473413_uploaded_image1_1701020741.jpg
Couple de pigeons,20000.0,"Saly, Sénégal",https://images.coinafrique.com/4483308_uploaded_image1_1701626351.jpg
Lapin,78813.69885433716,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/4490937_uploaded_image1_1702037014.jpg
Couple lapereau,40000.0,"Dakar, Sénégal",https://images.coinafrique.com/4505997_uploaded_image1_1702997024.jpg
Poulet de chair,3500.0,"Dakar, Sénégal",https://images.coinafrique.com/4509252_uploaded_image1_1703175319.jpg
Couple lapin,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4509856_uploaded_image1_1703213564.jpg
Lapin fauve male,80000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4512680_uploaded_image1_1703431761.jpg
Lapin,78813.69885433716,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4513225_uploaded_image1_1703497424.jpg
Pigeon,78813.69885433716,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/4513662_uploaded_image2_1703531881.jpeg
Lapin,35000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4517612_uploaded_image1_1703770805.jpg
Pigeons,5000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/4542193_uploaded_image1_1705080975.jpg
Pigeons,5000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/4542217_uploaded_image1_1705082041.jpg
Paire pigeon  jeune King,60000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4545200_uploaded_image1_1705269534.jpg
Pigeons King,60000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4548383_uploaded_image2_1705424798.jpeg
Poulet de chaire,5000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4555523_uploaded_image1_1705793143.jpg
Lapereau,10000.0,"Lac rose, Sénégal",https://images.coinafrique.com/4556321_uploaded_image1_1705859521.jpg
Pigeon Modain,160000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4561395_uploaded_image1_1706128448.jpg
Pigeon Lahor,20000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4565457_uploaded_image2_1706369680.jpeg
Couples lapereaux,100000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4587998_uploaded_image1_1707587252.jpg
Pigeons couple Mondain,170000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4598304_uploaded_image1_1708179510.jpg
Poussin Marans,10000.0,"Dakar, Sénégal",https://images.coinafrique.com/4603800_uploaded_image1_1708477906.jpg
Lapins,78813.69885433716,"Keur Massar, Sénégal",https://images.coinafrique.com/4612074_uploaded_image3_1708939673.jpeg
Pigeons,78813.69885433716,"Keur Massar, Sénégal",https://images.coinafrique.com/4612083_uploaded_image1_1708939903.jpg
Brahman bleu Lemon,40000.0,"Dakar, Sénégal",https://images.coinafrique.com/4612273_uploaded_image1_1708946489.jpg
Poulets de chairs,3500.0,"Rufisque, Sénégal",https://images.coinafrique.com/4612683_uploaded_image2_1708957200.jpeg
Poussin oie,35000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4619799_uploaded_image1_1709296095.jpg
Pigeon voyageur Manteau Opale,78813.69885433716,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4621197_uploaded_image1_1709366454.jpg
Pigeons,100.0,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/4623025_uploaded_image1_1709471989.jpg
Pigeon voyageur,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/4624891_uploaded_image1_1709566248.jpg
Pigeon King,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4624920_uploaded_image1_1709567189.jpg
Pigeon Boulant,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4624925_uploaded_image1_1709567352.jpg
Brahma,25000.0,"Dakar, Sénégal",https://images.coinafrique.com/4644724_uploaded_image1_1710589505.jpg
Couple  Brahma Herminé standard,80000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4650066_uploaded_image1_1710871182.jpg
Œufs à couver,12500.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4651892_uploaded_image1_1710962341.jpg
Pigeons Mondain,200000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4653298_uploaded_image1_1711039158.jpg
Pigeon Texan,80000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4653331_uploaded_image1_1711039616.jpg
Pigeons,50000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4662585_uploaded_image1_1711547077.jpg
Pigeon voyageur,10000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4662603_uploaded_image1_1711547811.jpg
Pigeon Mondain Andalou,300.0,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4664895_uploaded_image1_1711663431.jpg
Pigeon voyageur à manteau,78813.69885433716,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/4664901_uploaded_image1_1711663618.jpg
Femelle andalou,250000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4667144_uploaded_image1_1711815313.jpg
Poulets de chair,78813.69885433716,"Mbour, Sénégal",https://images.coinafrique.com/4667518_uploaded_image1_1711842967.jpg
Pigeon Mondain écailler,170000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4685152_uploaded_image1_1712756876.jpg
Couple Pigeons voyageur,15000.0,"Dakar, Sénégal",https://images.coinafrique.com/4690857_uploaded_image1_1713063525.jpg
Pigeon Mâle voyageur,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4690859_uploaded_image1_1713063647.jpg
Lapereaux,13500.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4703012_uploaded_image1_1713680804.jpg
Pigeons King mâle,35000.0,"Dakar, Sénégal",https://images.coinafrique.com/4704120_uploaded_image2_1713750110.jpeg
Lapin Angora,20000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/4714367_uploaded_image1_1714245668.jpg
Poulet Nègre de soie,35000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/4723223_uploaded_image1_1714727157.jpg
Volaille,78813.69885433716,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4724548_uploaded_image1_1714767368.jpg
Pigeons voyageurs,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4729764_uploaded_image1_1715037972.jpg
Poulet,78813.69885433716,"Thies, Sénégal",https://images.coinafrique.com/4738369_uploaded_image1_1715444473.jpg
Poulets de chair,1500.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4696598_uploaded_image1_1713352074.jpg
Couple lapereau fauve de bourgogne,40000.0,"Lac rose, Sénégal",https://images.coinafrique.com/4751808_uploaded_image1_1716133783.jpg
Poulets,2500.0,"Dakar, Sénégal",https://images.coinafrique.com/4767951_uploaded_image1_1716976720.jpg
Poulet race,78813.69885433716,"Keur Massar, Sénégal",https://images.coinafrique.com/4787594_uploaded_image1_1717954434.jpg
Texan pionnier,78813.69885433716,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4800306_uploaded_image1_1718745517.jpg
Poule Brahma,95000.0,"Rufisque, Sénégal",https://images.coinafrique.com/4807398_uploaded_image1_1719187421.jpg
Jeune mâle hermine,60000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/4810642_uploaded_image1_1719347241.jpg
Poulet frisées,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4816360_uploaded_image1_1719645541.jpg
Pigeons voyageur,7000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4816363_uploaded_image1_1719645676.jpg
Hermines et cochins,500.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/4817873_uploaded_image1_1719747122.jpg
Cochin porteur caillouté paire,120000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4818681_uploaded_image1_1719796046.jpg
Mâle brahman Hierminés,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4824501_uploaded_image2_1720037293.jpeg
Lapereaux métisse Géant et Californien,15000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4829597_uploaded_image1_1720290196.jpg
Œufs fertiles et poussins de goliath,15000.0,"Fass, Dakar, Sénégal",https://images.coinafrique.com/4836511_uploaded_image1_1720629763.jpg
Jeune Mondain 2024,150000.0,"Thiaroye, Sénégal",https://images.coinafrique.com/4840128_uploaded_image1_1720797760.jpg
Paires engoura,78813.69885433716,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4841263_uploaded_image1_1720874099.jpg
Couple pigeon mondain blanc,70000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4853197_uploaded_image1_1721514569.jpg
Pigeons  Texan,20000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/4860848_uploaded_image1_1721930260.jpg
Pan indien blanc,35000.0,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/4860862_uploaded_image1_1721930737.jpg
Pigeon mondain noir,170000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4862270_uploaded_image1_1722006320.jpg
Cochin Caillouté Et Porteur Caillouté,78813.69885433716,"Pikine, Sénégal",https://images.coinafrique.com/4862961_uploaded_image1_1722048205.jpg
Lapin nain,30000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4865409_uploaded_image1_1722221284.jpg
Lapereaux Gdf,60000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/4868318_uploaded_image1_1722369912.jpg
Poules Bleu Hollande,5000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4877982_uploaded_image1_1722858918.jpg
Pigeon Boulant Gaditano,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4884507_uploaded_image1_1723139531.jpg
pigeon voyageur,78813.69885433716,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/4917441_uploaded_image1_1724967120.jpg
Pigeons Voyageurs  et boulants,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4920745_uploaded_image1_1725167512.jpg
Métisse Brahma,50000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4921301_uploaded_image1_1725195914.jpg
couples lapins,15000.0,"Pikine, Sénégal",https://images.coinafrique.com/4932369_uploaded_image1_1725702422.jpg
Poule Brahma,78813.69885433716,"Dakar, Sénégal",https://images.coinafrique.com/4936101_uploaded_image1_1725915391.jpg
Pigeon voyageur,25000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/4936241_uploaded_image1_1725920934.jpg
Poulets Fermiers,10000.0,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/4942161_uploaded_image1_1726204258.jpg
Lapin,50000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/4954195_uploaded_image1_1726867840.jpg
Lapin,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/4966470_uploaded_image1_1727557573.jpg
Coq,3000.0,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/4975038_uploaded_image1_1727964716.jpg
Lapins,15000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/4975768_uploaded_image2_1727986044.jpeg
Couple lapins,15000.0,"Pikine, Sénégal",https://images.coinafrique.com/4981240_uploaded_image1_1728309289.jpg
Poule Brahma,78813.69885433716,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/4993341_uploaded_image1_1728920307.jpg
Pigeon pan indien,10000.0,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/4996843_uploaded_image1_1729085675.jpg
Rex garenne,78813.69885433716,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/4998472_uploaded_image1_1729159431.jpg
lapins mâle adulte,15000.0,"Pikine, Sénégal",https://images.coinafrique.com/5000540_uploaded_image1_1729260478.jpg
Couple mantau écailles de 2 mois,15000.0,"Mbour, Sénégal",https://images.coinafrique.com/5043101_uploaded_image1_1731565347.jpg
Poule Brahma,45000.0,"Pikine, Sénégal",https://images.coinafrique.com/5044135_uploaded_image1_1731603018.jpg
Couple adulte métisses,35000.0,"Pikine, Sénégal",https://images.coinafrique.com/5064256_uploaded_image1_1732714222.jpg
couple boulon saxe,45000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/5069958_uploaded_image1_1733056070.jpg
Mondain noir,150000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/5078519_uploaded_image1_1733444790.jpg
Poussin brahman,25000.0,"Pikine, Sénégal",https://images.coinafrique.com/5080703_uploaded_image1_1733571477.jpg
Pigeon Mondain,200000.0,"Rufisque, Sénégal",https://images.coinafrique.com/5085521_uploaded_image1_1733851166.jpg
Couple lahore lavande,30000.0,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/5088564_uploaded_image1_1734010113.jpg
Poussins,78813.69885433716,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/5104370_uploaded_image1_1734964382.jpg
Poussin Herminé,36000.0,"Dakar, Sénégal",https://images.coinafrique.com/5107651_uploaded_image1_1735215733.jpg
Lapin,12000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/5119494_uploaded_image2_1736025705.jpeg
Lapin,12000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/5119498_uploaded_image1_1736025924.jpg
Mâle Brahma,78813.69885433716,"Mbour, Sénégal",https://images.coinafrique.com/5121430_uploaded_image1_1736164839.jpg
Pigeon Mondain,150000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/5121788_uploaded_image1_1736179154.jpg
Femelle Barmane,35000.0,"Rufisque, Sénégal",https://images.coinafrique.com/5124363_uploaded_image1_1736298689.jpg
Lapin métissage californien,15000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/5148151_uploaded_image1_1737572310.jpg
Femelle brahma caillouté,55000.0,"Rufisque, Sénégal",https://images.coinafrique.com/5159050_uploaded_image1_1738156403.jpg
