web-scraper-order,web-scraper-start-url,chien_selector,chien_selector-href,nom,prix,image,adresse
"1739042608-701","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-chiwawa-4853647","Chiot Chiwawa","550 000 CFA","background-image: url(""https://images.coinafrique.com/4853647_uploaded_image1_1721564020.jpg""); width: 430px;","Dakar Plateau, Dakar, Sénégal"
"1739042617-702","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4853861","Chiots Golden retriever","650 000 CFA","background-image: url(""https://images.coinafrique.com/4853861_uploaded_image2_1721576301.jpeg""); width: 430px;","Dakar Plateau, Dakar, Sénégal"
"1739042626-703","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-dogo-argentino-4853893","Chiot Dogo argentino","Prix sur demande","background-image: url(""https://images.coinafrique.com/4853893_uploaded_image2_1721578319.jpeg""); width: 413px;","Thies, Sénégal"
"1739042636-704","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4858734","Chiots berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4858734_uploaded_image2_1721829572.jpeg""); width: 391px;","Keur Massar, Sénégal"
"1739042643-705","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/bichons-maltin-pure-race-4865327","Bichons maltin pure race","250 000 CFA","background-image: url(""https://images.coinafrique.com/4865327_uploaded_image1_1722209598.jpg""); width: 593px;","HLM, Dakar, Sénégal"
"1739042653-706","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4867390","Chiot Caniche","150 000 CFA","background-image: url(""https://images.coinafrique.com/4867390_uploaded_image2_1722338649.jpeg""); width: 430px;","Thies, Sénégal"
"1739042665-707","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4868594","Chiot berger malinois","150 000 CFA","background-image: url(""https://images.coinafrique.com/4868594_uploaded_image2_1722382091.jpeg""); width: 413px;","Keur Massar, Sénégal"
"1739042673-708","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998","Chiot Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4875998_uploaded_image2_1722728517.jpeg""); width: 607px;","Cambérène, Dakar, Sénégal"
"1739042682-709","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4884833","Chiot Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4884833_uploaded_image2_1723151590.jpeg""); width: 369px;","Dakar, Sénégal"
"1739042690-710","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/golden-retriever-4885131","Golden Retriever","300 000 CFA","background-image: url(""https://images.coinafrique.com/4885131_uploaded_image1_1723173005.jpg""); width: 572px;","Almadies 2, Dakar, Sénégal"
"1739042697-711","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/pitbull-4885134","Pitbull","135 000 CFA","background-image: url(""https://images.coinafrique.com/4885134_uploaded_image1_1723173253.jpg""); width: 572px;","Almadies 2, Dakar, Sénégal"
"1739042706-712","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4885136","Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4885136_uploaded_image1_1723173479.jpg""); width: 572px;","Almadies 2, Dakar, Sénégal"
"1739042714-713","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/vente-de-chiots-4885713","Vente de chiots","130 000 CFA","background-image: url(""https://images.coinafrique.com/4885713_uploaded_image2_1723206642.jpeg""); width: 453px;","Almadies, Dakar, Sénégal"
"1739042723-714","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929","Chiot Berger Malinois","300 000 CFA","background-image: url(""https://images.coinafrique.com/4887929_uploaded_image2_1723329270.jpeg""); width: 434px;","Mbour, Sénégal"
"1739042732-715","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border6mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4888701","Berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4888701_uploaded_image2_1723387153.jpeg""); width: 391px;","Keur Massar, Sénégal"
"1739042741-716","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4892261","Chiot Berger Allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/4892261_uploaded_image2_1723561481.jpeg""); width: 433px;","Dakar, Sénégal"
"1739042749-717","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-caniche-4893046","Chiot femelle caniche","150 000 CFA","background-image: url(""https://images.coinafrique.com/4893046_uploaded_image2_1723590343.jpeg""); width: 430px;","Thies, Sénégal"
"1739042766-718","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4893706","Chiot Husky","400 000 CFA","background-image: url(""https://images.coinafrique.com/4893706_uploaded_image2_1723634647.jpeg""); width: 369px;","Keur Massar, Sénégal"
"1739042774-719","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4894008","Chiot Berger Malinois","130 000 CFA","background-image: url(""https://images.coinafrique.com/4894008_uploaded_image2_1723642785.jpeg""); width: 453px;","Mbao, Dakar, Sénégal"
"1739042782-720","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/boerboel-4894355","Boerboel","400 000 CFA","background-image: url(""https://images.coinafrique.com/4894355_uploaded_image1_1723654678.jpg""); width: 569px;","Almadies 2, Dakar, Sénégal"
"1739042790-721","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4910751","Berger Malinois","200 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg""); width: 576px;","Dakar, Sénégal"
"1739042798-722","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4912455","Chiot Bichon","160 000 CFA","background-image: url(""https://images.coinafrique.com/4912455_uploaded_image1_1724702150.jpg""); width: 369px;","Keur Massar, Sénégal"
"1739042805-723","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/cane-corso-de-4-mois-4919921","Cane Corso de 4 mois","450 000 CFA","background-image: url(""https://images.coinafrique.com/4919921_uploaded_image1_1725115686.jpg""); width: 543px;","Sicap Liberté, Dakar, Sénégal"
"1739042813-724","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4920593","Chiot Rottweiler","300 000 CFA","background-image: url(""https://images.coinafrique.com/4920593_uploaded_image1_1725147642.jpg""); width: 545px;","Thies, Sénégal"
"1739042820-725","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4925778","Chiot Rottweiler","120 000 CFA","background-image: url(""https://images.coinafrique.com/4925778_uploaded_image1_1725391613.jpg""); width: 391px;","Sacré-Coeur, Dakar, Sénégal"
"1739042828-726","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038","Chiot bichon Maltais","150 000 CFA","background-image: url(""https://images.coinafrique.com/4934038_uploaded_image1_1725809065.jpg""); width: 560px;","Keur Massar, Sénégal"
"1739042835-727","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/lolou-de-pomeranien-4934169","Lolou de pomeranien","700 000 CFA","background-image: url(""https://images.coinafrique.com/4934169_uploaded_image1_1725812855.jpg""); width: 522px;","Dakar, Sénégal"
"1739042844-728","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684","Chiot Bichon","180 000 CFA","background-image: url(""https://images.coinafrique.com/4935684_uploaded_image1_1725899364.jpg""); width: 369px;","Mamelles, Dakar, Sénégal"
"1739042852-729","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border5mois","https://sn.coinafrique.com/annonce/chiens/couple-de-chiot-de-race-4937044","Couple de chiot de race","75 000 CFA","background-image: url(""https://images.coinafrique.com/4937044_uploaded_image2_1725971143.jpeg""); width: 419px;","Ngor, Dakar, Sénégal"
"1739042861-730","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4943304","Chiot Berger Allemand","100 000 CFA","background-image: url(""https://images.coinafrique.com/4943304_uploaded_image1_1726252041.jpg""); width: 494px;","Thies, Sénégal"
"1739042868-731","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahua-4946002","Chiot chihuahua","390 000 CFA","background-image: url(""https://images.coinafrique.com/4946002_uploaded_image1_1726441968.jpg""); width: 428px;","Ngaparou, Sénégal"
"1739042876-732","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4951773","Chiots Pitbull","200 000 CFA","background-image: url(""https://images.coinafrique.com/4951773_uploaded_image1_1726751081.jpg""); width: 554px;","Dakar, Sénégal"
"1739042885-733","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4951796","Chiot Boerboel","250 000 CFA","background-image: url(""https://images.coinafrique.com/4951796_uploaded_image1_1726751862.jpg""); width: 580px;","Dakar, Sénégal"
"1739042894-734","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4951836","Chiot Bichon","120 000 CFA","background-image: url(""https://images.coinafrique.com/4951836_uploaded_image1_1726753152.jpg""); width: 423px;","Sacré-Coeur, Dakar, Sénégal"
"1739042902-735","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4953869","Chiot Labrador","Prix sur demande","background-image: url(""https://images.coinafrique.com/4953869_uploaded_image2_1726851194.jpeg""); width: 433px;","Mbao, Dakar, Sénégal"
"1739042911-736","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4953991","Chiot Bichon Maltais","120 000 CFA","background-image: url(""https://images.coinafrique.com/4953991_uploaded_image1_1726857246.jpg""); width: 671px;","Mbao, Dakar, Sénégal"
"1739042919-737","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-4955373","Chiot Bichon Havanais","80 000 CFA","background-image: url(""https://images.coinafrique.com/4955373_uploaded_image1_1726948506.jpg""); width: 488px;","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739042927-738","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4960771","chiot boerboel","500 000 CFA","background-image: url(""https://images.coinafrique.com/4960771_uploaded_image1_1727238490.jpg""); width: 476px;","Mbour, Sénégal"
"1739042935-739","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiots-croise-boer-et-root-4919750","Chiots croisé Boer et Root","150 000 CFA","background-image: url(""https://images.coinafrique.com/4919750_uploaded_image2_1725108339.jpeg""); width: 484px;","Cambérène, Dakar, Sénégal"
"1739042943-740","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4964122","berger malinois","300 000 CFA","background-image: url(""https://images.coinafrique.com/4964122_uploaded_image1_1727408710.jpg""); width: 369px;","Keur Massar, Sénégal"
"1739042952-741","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4968555","Bichon maltais","180 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_4968555_uploaded_image1_1727701801.jpg""); width: 433px;","Sicap Liberté, Dakar, Sénégal"
"1739042959-742","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-pur-race-4968565","Bichon maltais pur race","180 000 CFA","background-image: url(""https://images.coinafrique.com/4968565_uploaded_image1_1727702109.jpg""); width: 574px;","Sicap Liberté, Dakar, Sénégal"
"1739042967-743","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4969271","Chiot Berger Malinois","200 000 CFA","background-image: url(""https://images.coinafrique.com/4969271_uploaded_image1_1727731274.jpg""); width: 439px;","Rufisque, Sénégal"
"1739042975-744","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chien-4969495","Chien","350 000 CFA","background-image: url(""https://images.coinafrique.com/4969495_uploaded_image1_1727744912.jpg""); width: 369px;","Keur Massar, Sénégal"
"1739042983-745","https://sn.coinafrique.com/categorie/chiens?page=1","favorite_border4mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4970950","Chiot Berger Allemand","200 000 CFA","background-image: url(""https://images.coinafrique.com/4970950_uploaded_image1_1727800187.jpg""); width: 369px;","Dakar, Sénégal"
