web-scraper-order,web-scraper-start-url,selector_moutons,selector_moutons-href,nom,prix,adresse,image
"1737907710-331","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476432","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2476432_uploaded_image1_1595553029.jpg)"
"1737907715-332","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476438","Mouton","185 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2476438_uploaded_image1_1595553129.jpg)"
"1737907723-333","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476442","Mouton","135 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2476442_uploaded_image1_1595553184.jpg)"
"1737907729-334","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476451","Mouton","135 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2476451_uploaded_image1_1595553317.jpg)"
"1737907735-335","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2478859","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2478859_uploaded_image1_1595606128.43.jpeg)"
"1737907743-336","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2478871","Moutons","325 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2478871_uploaded_image1_1595606375.21.jpeg)"
"1737907750-337","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2479050","Mouton","500 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2479050_uploaded_image1_1595609325.jpg)"
"1737907759-338","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2479813","Moutons","350 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2479813_uploaded_image1_1595623583.jpg)"
"1737907764-339","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480059","Mouton","125 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2480059_uploaded_image1_1595628588.jpg)"
"1737907770-340","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480280","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2480280_uploaded_image1_1595631786.jpg)"
"1737907777-341","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480284","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2480284_uploaded_image1_1595631819.jpg)"
"1737907783-342","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480286","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2480286_uploaded_image1_1595631859.jpg)"
"1737907790-343","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480332","Mouton","500 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2480332_uploaded_image1_1595632537.jpg)"
"1737907797-344","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482210","Mouton","185 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482210_uploaded_image1_1595684396.jpg)"
"1737907804-345","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482245","Mouton","150 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482245_uploaded_image1_1595685020.jpg)"
"1737907811-346","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482334","Moutons","135 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482334_uploaded_image1_1595686358.jpg)"
"1737907817-347","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482386","Moutons","180 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482386_uploaded_image2_1595687045.jpeg)"
"1737907824-348","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482438","Mouton","250 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482438_uploaded_image1_1595688131.jpg)"
"1737907830-349","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482461","Mouton","200 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482461_uploaded_image1_1595688566.jpg)"
"1737907838-350","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482469","Mouton","210 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482469_uploaded_image1_1595688795.jpg)"
"1737907844-351","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton élevage","https://sn.coinafrique.com/annonce/moutons/mouton-elevage-2482497","Mouton élevage","210 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482497_uploaded_image1_1595689095.jpg)"
"1737907850-352","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482513","Mouton","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482513_uploaded_image1_1595689410.jpg)"
"1737907857-353","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482541","Moutons","299 999 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482541_uploaded_image1_1595689964.jpg)"
"1737907862-354","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482666","Mouton","300 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482666_uploaded_image1_1595692369.jpg)"
"1737907873-355","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482759","Moutons","Prix sur demande","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2482759_uploaded_image1_1595694878.jpg)"
"1737907879-356","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484032","Mouton","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2484032_uploaded_image1_1595731823.jpg)"
"1737907887-357","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484033","Mouton","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2484033_uploaded_image1_1595731898.jpg)"
"1737907893-358","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484034","Mouton","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2484034_uploaded_image1_1595731974.jpg)"
"1737907900-359","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484035","Mouton","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2484035_uploaded_image1_1595732058.jpg)"
"1737907907-360","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484036","Mouton","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2484036_uploaded_image1_1595732124.jpg)"
"1737907913-361","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2486092","Mouton","190 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2486092_uploaded_image1_1595792898.jpg)"
"1737907919-362","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2487271","Mouton","120 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2487271_uploaded_image1_1595839511.jpg)"
"1737907924-363","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2487408","Moutons","200 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2487408_uploaded_image1_1595841920.jpg)"
"1737907931-364","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2487484","Mouton","650 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2487484_uploaded_image1_1595843120.jpg)"
"1737907940-365","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2488569","Mouton","275 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2488569_uploaded_image1_1595858646.jpg)"
"1737907950-366","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2491349","Mouton","180 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2491349_uploaded_image1_1595932714.jpg)"
"1737907957-367","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2493619","Mouton","950 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2493619_uploaded_image1_1595976179.jpg)"
"1737907969-368","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2494553","Moutons","150 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2494553_uploaded_image1_1596015216.jpg)"
"1737907974-369","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2495384","Mouton","800 000 CFA","Saint-Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2495384_uploaded_image1_1596026626.jpg)"
"1737907983-370","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2495680","Moutons","400 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2495680_uploaded_image1_1596032109.jpg)"
"1737907990-371","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2495989","Moutons","290 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2495989_uploaded_image1_1596037715.jpg)"
"1737907997-372","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2495993","Moutons","125 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2495993_uploaded_image1_1596037794.jpg)"
"1737908003-373","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2496283","Moutons","235 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2496283_uploaded_image1_1596043331.jpg)"
"1737908007-374","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2496577","Moutons","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2496577_uploaded_image1_1596049524.jpg)"
"1737908015-375","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2496594","Moutons","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2496594_uploaded_image1_1596049847.jpg)"
"1737908021-376","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2497126","Mouton","200 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2497126_uploaded_image1_1596063608.jpg)"
"1737908028-377","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2501403","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2501403_uploaded_image1_1596222151.jpg)"
"1737908034-378","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2513524","Mouton Ladoum","375 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2513524_uploaded_image1_1596584259.jpg)"
"1737908039-379","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2523326","Mouton Ladoum","900 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2523326_uploaded_image1_1596842110.jpg)"
"1737908047-380","https://sn.coinafrique.com/categorie/moutons?page=10","Géniteur ladoum","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-2533552","Géniteur ladoum","400 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2533552_uploaded_image1_1597149378.jpg)"
"1737908052-381","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2541479","Mouton","155 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2541479_uploaded_image1_1597356720.jpg)"
"1737908063-382","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2542938","Mouton Azawat","200 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2542938_uploaded_image1_1597407288.jpg)"
"1737908068-383","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2542950","Mouton Azawat","200 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2542950_uploaded_image1_1597407503.jpg)"
"1737908073-384","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2547237","Mouton","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2547237_uploaded_image1_1597541401.jpg)"
"1737908080-385","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2557732","Mouton Azawat","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2557732_uploaded_image1_1597850064.jpg)"
"1737908085-386","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2566400","Moutons","Prix sur demande","Ziguinchor, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2566400_uploaded_image1_1598095170.jpg)"
"1737908091-387","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2572412","Moutons","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2572412_uploaded_image1_1598286311.jpg)"
"1737908098-388","https://sn.coinafrique.com/categorie/moutons?page=10","Mâle ladoum","https://sn.coinafrique.com/annonce/moutons/male-ladoum-2586236","Mâle ladoum","5 000 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2586236_uploaded_image1_1598793448.jpg)"
"1737908104-389","https://sn.coinafrique.com/categorie/moutons?page=10","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-2604229","Femelle Ladoum","200 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2604229_uploaded_image1_1599359051.jpg)"
"1737908112-390","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2608018","Mouton Ladoum","700 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2608018_uploaded_image1_1599498878.jpg)"
"1737908119-391","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2623905","Mouton Ladoum","290 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2623905_uploaded_image1_1600038049.jpg)"
"1737908127-392","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2624094","Mouton Ladoum","1 000 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2624094_uploaded_image1_1600052514.jpg)"
"1737908133-393","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2628137","Mouton azawat","300 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2628137_uploaded_image1_1600186458.jpg)"
"1737908140-394","https://sn.coinafrique.com/categorie/moutons?page=10","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2628237","Ladoum","1 700 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2628237_uploaded_image1_1600190177.jpg)"
"1737908146-395","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum pur-sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2636994","Mouton ladoum pur-sang","350 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2636994_uploaded_image1_1600508167.jpg)"
"1737908152-396","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2637096","Moutons","650 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2637096_uploaded_image1_1600510099.jpg)"
"1737908160-397","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2638276","Mouton ladoum pur sang","4 000 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2638276_uploaded_image1_1600545322.jpg)"
"1737908165-398","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2638675","Moutons","850 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2638675_uploaded_image1_1600558405.jpg)"
"1737908174-399","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton métisse Ladoum Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-azawat-2639328","Mouton métisse Ladoum Azawat","175 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2639328_uploaded_image1_1600604046.jpg)"
"1737908179-400","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-pur-sang-2645562","Mouton Azawat pur sang","1 000 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2645562_uploaded_image1_1600821694.jpg)"
"1737908184-401","https://sn.coinafrique.com/categorie/moutons?page=10","Azawat pur sang","https://sn.coinafrique.com/annonce/moutons/azawat-pur-sang-2645571","Azawat pur sang","1 200 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2645571_uploaded_image1_1600821862.jpg)"
"1737908192-402","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton asawat et femelle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-asawat-et-femelle-ladoum-2648435","Mouton asawat et femelle ladoum","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2648435_uploaded_image1_1600940186.jpg)"
"1737908197-403","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2664213","Mouton Ladoum","690 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2664213_uploaded_image1_1601565887.jpg)"
"1737908204-404","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2665289","Mouton Ladoum","500 000 CFA","Fatick, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2665289_uploaded_image1_1601598363.jpg)"
"1737908210-405","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2667623","Mouton ladoum","450 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2667623_uploaded_image1_1601667628.jpg)"
"1737908216-406","https://sn.coinafrique.com/categorie/moutons?page=10","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2671450","Ladoum","2 000 000 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2671450_uploaded_image1_1601818687.jpg)"
"1737908224-407","https://sn.coinafrique.com/categorie/moutons?page=10","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2671460","Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2671460_uploaded_image1_1601819030.jpg)"
"1737908229-408","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton femelle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-2671562","Mouton femelle ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2671562_uploaded_image1_1601821270.jpg)"
"1737908236-409","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2671636","Mouton Ladoum","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2671636_uploaded_image1_1601823931.jpg)"
"1737908242-410","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2671650","Mouton","850 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2671650_uploaded_image1_1601824346.jpg)"
"1737908248-411","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Anaux","https://sn.coinafrique.com/annonce/moutons/mouton-anaux-2675861","Mouton Anaux","400 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2675861_uploaded_image1_1601992787.jpg)"
"1737908256-412","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2703872","Mouton Ladoum pur sang","400 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2703872_uploaded_image1_1603056630.jpg)"
"1737908262-413","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum Pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2704105","Mouton Ladoum Pur sang","750 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2704105_uploaded_image1_1603067046.jpg)"
"1737908277-414","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2705668","Mouton Ladoum","2 500 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2705668_uploaded_image1_1603132464.jpg)"
"1737908286-415","https://sn.coinafrique.com/categorie/moutons?page=9","Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-2723147","Ladoum pur sang","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2723147_uploaded_image1_1603885095.jpg)"
"1737908293-416","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoume couple","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-couple-2735066","Mouton Ladoume couple","1 750 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2735066_uploaded_image1_1604415830.jpg)"
"1737908302-417","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-2735067","Mouton Ladoume","Prix sur demande","Kaolack, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2735067_uploaded_image1_1604415926.jpg)"
"1737908307-418","https://sn.coinafrique.com/categorie/moutons?page=9","Couple mouton","https://sn.coinafrique.com/annonce/moutons/couple-mouton-2735771","Couple mouton","1 750 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2735771_uploaded_image1_1604430779.jpg)"
"1737908313-419","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2736437","Moutons","1 700 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2736437_uploaded_image1_1604452585.jpg)"
"1737908320-420","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2746543","Moutons","425 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2746543_uploaded_image1_1604796778.jpg)"
"1737908325-421","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2765872","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2765872_uploaded_image1_1605534766.jpg)"
"1737908332-422","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton femelle","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-2765878","Mouton femelle","765 809 243 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2765878_uploaded_image1_1605534943.jpg)"
"1737908338-423","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2779632","Mouton","5 000 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2779632_uploaded_image1_1606050129.jpg)"
"1737908343-424","https://sn.coinafrique.com/categorie/moutons?page=9","Femelles ladoum","https://sn.coinafrique.com/annonce/moutons/femelles-ladoum-2781792","Femelles ladoum","275 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2781792_uploaded_image1_1606140774.jpg)"
