web-scraper-order,web-scraper-start-url,selector_moutons,selector_moutons-href,nom,prix,adresse,image
"1737910528-725","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3277039","Mouton","800 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3277039_uploaded_image1_1628794541.jpg)"
"1737910534-726","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3277445","Mouton","850 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3277445_uploaded_image1_1628816527.jpg)"
"1737910542-727","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3279053","Mouton ladoum","500 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3279053_uploaded_image1_1628891604.jpg)"
"1737910548-728","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3290373","Mouton Ladoum","350 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3290373_uploaded_image1_1629478576.jpg)"
"1737910553-729","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3294990","Mouton","450 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3294990_uploaded_image1_1629756753.jpg)"
"1737910561-730","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3301458","Mouton","350 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3301458_uploaded_image1_1630085911.jpg)"
"1737910566-731","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3305034","Mouton Ladoum","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3305034_uploaded_image1_1630332429.jpg)"
"1737910574-732","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton métisse","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-3305705","Mouton métisse","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3305705_uploaded_image1_1630361546.jpg)"
"1737910580-733","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3307175","Mouton Ladoum","250 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3307175_uploaded_image1_1630433795.jpg)"
"1737910587-734","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3316286","Femelle ladoum","750 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3316286_uploaded_image1_1630764718.jpg)"
"1737910594-735","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3332059","Mouton femelle Ladoum","350 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3332059_uploaded_image1_1631529827.jpg)"
"1737910600-736","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3340347","Moutons","350 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3340347_uploaded_image1_1631912774.jpg)"
"1737910607-737","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3360589","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3360589_uploaded_image1_1633043295.jpg)"
"1737910613-738","https://sn.coinafrique.com/categorie/moutons?page=6","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3360594","Ladoum","225 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3360594_uploaded_image1_1633043657.jpg)"
"1737910621-739","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3378597","Mouton ladoum","550 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3378597_uploaded_image1_1633868418.jpg)"
"1737910627-740","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3384593","Mouton Ladoum","900 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3384593_uploaded_image1_1634153699.jpg)"
"1737910634-741","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3392497","Femelle Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3392497_uploaded_image1_1634599165.jpg)"
"1737910641-742","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton mâle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-male-ladoum-3409172","Mouton mâle ladoum","1 200 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3409172_uploaded_image1_1635466267.jpg)"
"1737910647-743","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3414402","Mouton ladoum","700 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3414402_uploaded_image1_1635783882.jpg)"
"1737910657-744","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417843","Mouton Ladoum","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3417843_uploaded_image1_1635927197.jpg)"
"1737910663-745","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417856","Mouton Ladoum","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3417856_uploaded_image1_1635927683.jpg)"
"1737910671-746","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3421875","Mouton Ladoum","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3421875_uploaded_image1_1636072615.jpg)"
"1737910677-747","https://sn.coinafrique.com/categorie/moutons?page=6","Couple mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/couple-mouton-ladoum-3422330","Couple mouton Ladoum","1 300 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3422330_uploaded_image1_1636107210.jpg)"
"1737910683-748","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton  ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3424687","Mouton  ladoum","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3424687_uploaded_image1_1636208764.jpg)"
"1737910690-749","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3429263","Mouton Ladoum","250 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3429263_uploaded_image1_1636462077.jpg)"
"1737910707-750","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3429271","Mouton femelle Ladoum","150 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3429271_uploaded_image1_1636462297.jpg)"
"1737910716-751","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum Pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-3434097","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg)"
"1737910722-752","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3442590","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3442590_uploaded_image1_1637170725.jpg)"
"1737910728-753","https://sn.coinafrique.com/categorie/moutons?page=5","Couple Ladoum","https://sn.coinafrique.com/annonce/moutons/couple-ladoum-3445236","Couple Ladoum","1 700 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3445236_uploaded_image1_1637317352.jpg)"
"1737910736-754","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3446605","Mouton","300 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3446605_uploaded_image1_1637399721.jpg)"
"1737910743-755","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3448101","Mouton ladoum","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3448101_uploaded_image1_1637501994.jpg)"
"1737910753-756","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3448105","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3448105_uploaded_image1_1637502146.jpg)"
"1737910758-757","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3448107","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3448107_uploaded_image1_1637502249.jpg)"
"1737910765-758","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3451581","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3451581_uploaded_image1_1637700430.jpg)"
"1737910770-759","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3454225","Mouton Ladoum","350 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3454225_uploaded_image1_1637855052.jpg)"
"1737910777-760","https://sn.coinafrique.com/categorie/moutons?page=5","Agneau","https://sn.coinafrique.com/annonce/moutons/agneau-3454236","Agneau","100 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3454236_uploaded_image1_1637855237.jpg)"
"1737910784-761","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3454257","Mouton","250 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3454257_uploaded_image1_1637855765.jpg)"
"1737910789-762","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3456563","Moutons","50 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3456563_uploaded_image1_1638016216.jpg)"
"1737910797-763","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3456566","Moutons","300 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3456566_uploaded_image1_1638016401.jpg)"
"1737910805-764","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3480516","Moutons","100 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3480516_uploaded_image1_1639303510.jpg)"
"1737910814-765","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawate","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-3486760","Mouton Azawate","350 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3486760_uploaded_image1_1639660650.jpg)"
"1737910821-766","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3496815","Moutons","200 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3496815_uploaded_image1_1640366315.jpg)"
"1737910828-767","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawate pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-pur-sang-3503706","Mouton Azawate pur sang","500 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3503706_uploaded_image1_1640971116.jpg)"
"1737910834-768","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3515632","Moutons","150 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3515632_uploaded_image1_1641663090.jpg)"
"1737910840-769","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3525532","Moutons","400 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3525532_uploaded_image1_1642243253.jpg)"
"1737910848-770","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3526953","Femelle Ladoum","300 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3526953_uploaded_image1_1642347009.jpg)"
"1737910855-771","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3527221","Mouton ladoum","600 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3527221_uploaded_image1_1642363323.jpg)"
"1737910864-772","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3537709","Mouton ladoume","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3537709_uploaded_image1_1643060912.jpg)"
"1737910870-773","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Géniteur Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-ladoum-3543117","Mouton Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3543117_uploaded_image1_1643390803.jpg)"
"1737910877-774","https://sn.coinafrique.com/categorie/moutons?page=5","Géniteur Ladoum","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-3543142","Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3543142_uploaded_image1_1643391619.jpg)"
"1737910883-775","https://sn.coinafrique.com/categorie/moutons?page=5","Femmelle métisse Ladoum","https://sn.coinafrique.com/annonce/moutons/femmelle-metisse-ladoum-3543145","Femmelle métisse Ladoum","100 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3543145_uploaded_image1_1643391739.jpg)"
"1737910890-776","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3552558","Moutons","400 000 CFA","Sacré-Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3552558_uploaded_image1_1643898213.jpg)"
"1737910897-777","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3560816","Mouton femelle Ladoum","Prix sur demande","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3560816_uploaded_image1_1644418375.jpg)"
"1737910903-778","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3566393","Mouton femelle Ladoum","300 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3566393_uploaded_image1_1644779014.jpg)"
